validdate;t_2m:C;precip_1h:mm;effective_cloud_cover:octas;wind_speed_10m:ms;wind_dir_10m:d
2017-01-01T00:00:00Z;5.2;0.00;8;8.9;223.8
2017-01-01T01:00:00Z;5.2;0.00;8;9.1;223.8
2017-01-01T02:00:00Z;5.1;0.00;8;9.2;223.7
2017-01-01T03:00:00Z;5.1;0.00;8;9.4;223.7
2017-01-01T04:00:00Z;5.1;0.00;8;9.4;224.1
2017-01-01T05:00:00Z;5.2;0.00;8;9.4;224.6
2017-01-01T06:00:00Z;5.2;0.00;8;9.4;225.0
2017-01-01T07:00:00Z;5.2;0.00;8;9.3;223.5
2017-01-01T08:00:00Z;5.5;0.00;8;9.3;221.9
2017-01-01T09:00:00Z;5.3;0.00;8;9.2;220.4
2017-01-01T10:00:00Z;5.0;0.00;8;9.2;220.8
2017-01-01T11:00:00Z;4.6;0.03;8;9.2;221.3
2017-01-01T12:00:00Z;4.3;0.00;8;9.2;221.7
2017-01-01T13:00:00Z;3.9;0.00;8;9.2;221.9
2017-01-01T14:00:00Z;3.7;0.00;8;9.2;222.1
2017-01-01T15:00:00Z;3.4;0.00;8;9.2;222.2
2017-01-01T16:00:00Z;3.9;0.00;8;7.9;232.2
2017-01-01T17:00:00Z;4.3;0.15;8;6.5;247.6
2017-01-01T18:00:00Z;4.8;0.32;8;5.2;269.9
2017-01-01T19:00:00Z;5.1;0.00;8;4.9;282.2
2017-01-01T20:00:00Z;5.4;0.00;8;4.6;297.1
2017-01-01T21:00:00Z;5.7;0.00;8;4.4;312.9
2017-01-01T22:00:00Z;5.7;0.00;8;5.1;304.5
2017-01-01T23:00:00Z;5.7;0.00;8;5.9;298.3
2017-01-02T00:00:00Z;5.8;0.00;7;6.6;293.5
2017-01-02T01:00:00Z;5.5;0.00;6;7.4;305.0
2017-01-02T02:00:00Z;5.3;0.00;4;8.2;314.6
2017-01-02T03:00:00Z;5.1;0.00;1;9.0;322.2
2017-01-02T04:00:00Z;4.9;0.00;2;8.7;332.4
2017-01-02T05:00:00Z;4.7;0.00;3;8.4;343.8
2017-01-02T06:00:00Z;4.5;0.18;5;8.1;355.5
2017-01-02T07:00:00Z;4.9;0.02;4;7.5;353.1
2017-01-02T08:00:00Z;5.6;0.34;4;6.9;350.3
2017-01-02T09:00:00Z;5.9;0.15;4;6.4;347.0
2017-01-02T10:00:00Z;5.8;0.00;5;6.6;339.6
2017-01-02T11:00:00Z;5.7;0.00;6;6.8;332.6
2017-01-02T12:00:00Z;5.5;0.00;7;7.0;326.1
2017-01-02T13:00:00Z;5.6;0.13;7;7.6;325.0
2017-01-02T14:00:00Z;5.6;0.00;6;8.2;324.1
2017-01-02T15:00:00Z;5.6;0.24;6;8.7;323.3
2017-01-02T16:00:00Z;5.0;0.00;7;9.3;317.8
2017-01-02T17:00:00Z;4.7;0.00;7;9.8;312.8
2017-01-02T18:00:00Z;4.7;0.18;8;10.3;308.4
2017-01-02T19:00:00Z;4.9;0.00;7;10.3;308.0
2017-01-02T20:00:00Z;5.1;0.02;5;10.2;307.5
2017-01-02T21:00:00Z;5.3;0.02;4;10.1;307.1
2017-01-02T22:00:00Z;5.1;0.07;3;9.8;302.3
2017-01-02T23:00:00Z;5.0;0.08;3;9.4;297.1
2017-01-03T00:00:00Z;4.8;0.17;3;9.1;291.6
2017-01-03T01:00:00Z;5.2;0.00;5;8.9;291.5
2017-01-03T02:00:00Z;5.5;0.04;7;8.7;291.4
2017-01-03T03:00:00Z;5.9;0.00;8;8.4;291.3
2017-01-03T04:00:00Z;5.9;0.00;8;9.1;286.5
2017-01-03T05:00:00Z;5.8;0.00;8;9.7;282.3
2017-01-03T06:00:00Z;5.8;0.03;8;10.3;278.7
2017-01-03T07:00:00Z;6.3;0.37;8;10.7;277.0
2017-01-03T08:00:00Z;6.9;0.17;8;11.2;275.4
2017-01-03T09:00:00Z;7.2;0.14;8;11.6;274.0
2017-01-03T10:00:00Z;6.9;0.22;8;12.0;271.1
2017-01-03T11:00:00Z;6.7;0.41;8;12.4;268.5
2017-01-03T12:00:00Z;6.4;0.13;8;12.9;266.0
2017-01-03T13:00:00Z;6.7;0.65;8;13.0;266.4
2017-01-03T14:00:00Z;7.0;0.64;8;13.2;266.9
2017-01-03T15:00:00Z;7.3;0.42;8;13.4;267.3
2017-01-03T16:00:00Z;7.4;1.00;8;13.7;270.3
2017-01-03T17:00:00Z;7.4;0.38;8;14.0;273.3
2017-01-03T18:00:00Z;7.5;0.34;8;14.3;276.1
2017-01-03T19:00:00Z;7.5;0.04;8;14.7;279.4
2017-01-03T20:00:00Z;7.5;0.13;8;15.1;282.6
2017-01-03T21:00:00Z;7.5;0.00;8;15.5;285.7
2017-01-03T22:00:00Z;7.1;0.04;8;15.6;293.5
2017-01-03T23:00:00Z;6.7;0.01;7;15.7;301.3
2017-01-04T00:00:00Z;6.2;0.06;6;15.8;308.9
2017-01-04T01:00:00Z;6.1;0.06;5;15.9;309.1
2017-01-04T02:00:00Z;5.9;0.00;4;16.0;309.4
2017-01-04T03:00:00Z;5.8;0.00;3;16.1;309.6
2017-01-04T04:00:00Z;5.6;0.04;4;16.9;311.7
2017-01-04T05:00:00Z;5.4;0.04;5;17.6;313.7
2017-01-04T06:00:00Z;5.2;0.00;6;18.4;315.5
2017-01-04T07:00:00Z;5.2;0.00;5;18.0;314.2
2017-01-04T08:00:00Z;5.6;0.12;4;17.7;312.8
2017-01-04T09:00:00Z;5.7;0.08;3;17.4;311.4
2017-01-04T10:00:00Z;6.0;0.26;5;15.7;317.8
2017-01-04T11:00:00Z;6.1;0.32;7;14.0;326.0
2017-01-04T12:00:00Z;6.3;0.51;7;12.3;336.2
2017-01-04T13:00:00Z;6.2;0.00;7;11.5;340.8
2017-01-04T14:00:00Z;6.1;0.00;6;10.7;346.0
2017-01-04T15:00:00Z;5.9;0.00;5;9.9;352.1
2017-01-04T16:00:00Z;4.9;0.38;4;10.4;356.3
2017-01-04T17:00:00Z;3.9;0.00;4;11.0;0.1
2017-01-04T18:00:00Z;3.3;0.00;3;11.5;3.6
2017-01-04T19:00:00Z;3.0;0.08;2;11.3;7.0
2017-01-04T20:00:00Z;2.7;0.00;1;11.1;10.6
2017-01-04T21:00:00Z;2.5;0.01;0;10.8;14.4
2017-01-04T22:00:00Z;2.3;0.01;1;10.8;13.6
2017-01-04T23:00:00Z;2.2;0.00;1;10.7;12.8
2017-01-05T00:00:00Z;2.1;0.00;1;10.6;11.9
2017-01-05T01:00:00Z;1.7;0.00;2;9.8;16.6
2017-01-05T02:00:00Z;1.4;0.00;2;9.0;22.2
2017-01-05T03:00:00Z;1.0;0.00;3;8.2;28.9
2017-01-05T04:00:00Z;0.6;0.00;2;8.5;32.4
2017-01-05T05:00:00Z;0.3;0.00;1;8.7;35.7
2017-01-05T06:00:00Z;-0.1;0.00;1;9.0;38.8
2017-01-05T07:00:00Z;-0.1;0.00;1;8.8;39.6
2017-01-05T08:00:00Z;0.4;0.00;1;8.7;40.4
2017-01-05T09:00:00Z;0.3;0.00;1;8.5;41.2
2017-01-05T10:00:00Z;0.3;0.00;2;8.2;41.8
2017-01-05T11:00:00Z;0.3;0.00;3;7.9;42.3
2017-01-05T12:00:00Z;0.1;0.00;3;7.6;42.9
2017-01-05T13:00:00Z;-0.0;0.00;4;7.3;43.4
2017-01-05T14:00:00Z;-0.2;0.00;5;7.1;43.8
2017-01-05T15:00:00Z;-0.4;0.00;6;6.8;44.3
2017-01-05T16:00:00Z;-0.9;0.00;7;6.6;48.4
2017-01-05T17:00:00Z;-1.4;0.00;7;6.5;52.8
2017-01-05T18:00:00Z;-1.5;0.00;7;6.3;57.4
2017-01-05T19:00:00Z;-1.8;0.00;8;5.8;62.7
2017-01-05T20:00:00Z;-2.2;0.00;8;5.2;69.2
2017-01-05T21:00:00Z;-2.5;0.00;8;4.7;77.1
2017-01-05T22:00:00Z;-2.7;0.00;7;4.6;88.2
2017-01-05T23:00:00Z;-2.9;0.00;7;4.5;100.1
2017-01-06T00:00:00Z;-3.1;0.00;7;4.5;112.0
2017-01-06T01:00:00Z;-3.6;0.00;7;4.8;135.6
2017-01-06T02:00:00Z;-4.1;0.00;7;5.2;158.4
2017-01-06T03:00:00Z;-4.6;0.00;7;5.6;175.1
2017-01-06T04:00:00Z;-4.7;0.00;7;5.3;175.8
2017-01-06T05:00:00Z;-4.7;0.00;7;5.0;176.6
2017-01-06T06:00:00Z;-4.7;0.00;7;4.7;177.5
2017-01-06T07:00:00Z;-4.6;0.00;6;4.6;175.2
2017-01-06T08:00:00Z;-4.1;0.00;5;4.5;172.8
2017-01-06T09:00:00Z;-3.9;0.00;3;4.3;170.3
2017-01-06T10:00:00Z;-3.4;0.00;2;4.9;170.0
2017-01-06T11:00:00Z;-3.0;0.00;1;5.5;169.7
2017-01-06T12:00:00Z;-2.7;0.00;0;6.0;169.4
2017-01-06T13:00:00Z;-2.6;0.00;1;6.2;172.6
2017-01-06T14:00:00Z;-2.6;0.00;2;6.5;175.6
2017-01-06T15:00:00Z;-2.7;0.00;3;6.7;178.4
2017-01-06T16:00:00Z;-3.2;0.00;5;7.0;181.3
2017-01-06T17:00:00Z;-3.5;0.00;6;7.3;183.9
2017-01-06T18:00:00Z;-3.4;0.00;7;7.6;186.3
2017-01-06T19:00:00Z;-3.3;0.00;7;7.8;190.2
2017-01-06T20:00:00Z;-3.2;0.00;7;7.9;194.0
2017-01-06T21:00:00Z;-3.1;0.00;8;8.0;197.6
2017-01-06T22:00:00Z;-2.7;0.00;8;8.1;199.4
2017-01-06T23:00:00Z;-2.2;0.00;8;8.1;201.1
2017-01-07T00:00:00Z;-1.7;0.00;8;8.2;202.8
2017-01-07T01:00:00Z;-1.5;0.00;8;8.6;205.0
2017-01-07T02:00:00Z;-1.2;0.00;8;9.1;207.0
2017-01-07T03:00:00Z;-1.0;0.04;8;9.6;208.7
2017-01-07T04:00:00Z;-0.9;0.09;8;9.6;209.7
2017-01-07T05:00:00Z;-0.8;0.00;8;9.6;210.8
2017-01-07T06:00:00Z;-0.7;0.00;8;9.6;211.8
2017-01-07T07:00:00Z;-0.3;0.00;8;9.5;214.7
2017-01-07T08:00:00Z;0.2;0.00;8;9.4;217.6
2017-01-07T09:00:00Z;0.6;0.00;8;9.3;220.6
2017-01-07T10:00:00Z;0.8;0.00;8;9.0;225.3
2017-01-07T11:00:00Z;1.0;0.00;8;8.6;230.5
2017-01-07T12:00:00Z;1.2;0.00;8;8.2;236.1
2017-01-07T13:00:00Z;2.0;0.00;8;7.9;240.2
2017-01-07T14:00:00Z;2.8;0.00;8;7.6;244.6
2017-01-07T15:00:00Z;3.6;0.00;8;7.3;249.3
2017-01-07T16:00:00Z;4.2;0.00;7;7.2;272.5
2017-01-07T17:00:00Z;4.7;0.00;5;7.2;302.5
2017-01-07T18:00:00Z;5.5;0.00;4;7.1;327.0
2017-01-07T19:00:00Z;5.5;0.00;4;7.0;328.7
2017-01-07T20:00:00Z;5.4;0.09;4;6.9;330.5
2017-01-07T21:00:00Z;5.4;0.05;4;6.8;332.4
2017-01-07T22:00:00Z;5.2;0.00;4;7.0;340.6
2017-01-07T23:00:00Z;5.1;0.00;4;7.2;348.6
2017-01-08T00:00:00Z;5.0;0.00;4;7.3;356.0
2017-01-08T01:00:00Z;4.3;0.00;5;6.5;5.9
2017-01-08T02:00:00Z;3.6;0.00;7;5.6;19.8
2017-01-08T03:00:00Z;2.9;0.00;8;4.7;37.9
2017-01-08T04:00:00Z;2.6;0.00;8;4.3;33.5
2017-01-08T05:00:00Z;2.3;0.00;8;3.9;28.2
2017-01-08T06:00:00Z;1.9;0.00;8;3.5;21.7
2017-01-08T07:00:00Z;2.1;0.00;8;3.4;16.8
2017-01-08T08:00:00Z;2.5;0.00;8;3.3;11.5
2017-01-08T09:00:00Z;2.7;0.00;8;3.2;5.9
2017-01-08T10:00:00Z;2.9;0.00;8;2.5;14.8
2017-01-08T11:00:00Z;3.1;0.00;8;1.8;36.9
2017-01-08T12:00:00Z;3.3;0.00;8;1.0;91.2
2017-01-08T13:00:00Z;3.3;0.00;7;1.1;132.6
2017-01-08T14:00:00Z;3.2;0.00;7;1.2;205.8
2017-01-08T15:00:00Z;3.1;0.00;7;1.3;225.9
2017-01-08T16:00:00Z;2.4;0.00;7;2.1;224.8
2017-01-08T17:00:00Z;1.7;0.00;6;2.8;224.2
2017-01-08T18:00:00Z;1.4;0.00;6;3.5;223.9
2017-01-08T19:00:00Z;1.1;0.00;6;3.9;218.2
2017-01-08T20:00:00Z;0.8;0.00;6;4.4;213.7
2017-01-08T21:00:00Z;0.4;0.00;7;4.8;209.9
2017-01-08T22:00:00Z;0.6;0.00;7;4.9;208.5
2017-01-08T23:00:00Z;0.9;0.00;8;5.0;207.2
2017-01-09T00:00:00Z;1.1;0.00;8;5.1;205.9
2017-01-09T01:00:00Z;1.3;0.00;8;5.0;207.1
2017-01-09T02:00:00Z;1.6;0.00;8;4.9;208.3
2017-01-09T03:00:00Z;1.8;0.00;8;4.8;209.6
2017-01-09T04:00:00Z;1.8;0.00;8;5.2;208.1
2017-01-09T05:00:00Z;1.9;0.00;8;5.6;206.9
2017-01-09T06:00:00Z;1.9;0.00;7;6.0;205.8
2017-01-09T07:00:00Z;2.0;0.00;7;6.2;202.4
2017-01-09T08:00:00Z;2.4;0.00;7;6.4;199.3
2017-01-09T09:00:00Z;2.4;0.00;7;6.6;196.3
2017-01-09T10:00:00Z;2.9;0.00;7;6.7;191.7
2017-01-09T11:00:00Z;3.4;0.00;7;6.8;187.1
2017-01-09T12:00:00Z;3.8;0.00;7;6.9;182.7
2017-01-09T13:00:00Z;3.8;0.00;7;7.0;179.6
2017-01-09T14:00:00Z;3.9;0.00;8;7.1;176.6
2017-01-09T15:00:00Z;3.9;0.00;8;7.2;173.7
2017-01-09T16:00:00Z;3.8;0.00;8;7.4;177.1
2017-01-09T17:00:00Z;3.7;0.00;8;7.6;180.4
2017-01-09T18:00:00Z;3.9;0.04;8;7.7;183.6
2017-01-09T19:00:00Z;4.1;0.04;8;8.0;184.1
2017-01-09T20:00:00Z;4.2;0.03;8;8.4;184.6
2017-01-09T21:00:00Z;4.3;0.00;8;8.7;185.0
2017-01-09T22:00:00Z;4.3;0.00;8;8.7;182.8
2017-01-09T23:00:00Z;4.3;0.03;8;8.7;180.6
2017-01-10T00:00:00Z;4.3;0.21;8;8.7;178.4
2017-01-10T01:00:00Z;4.3;0.23;8;8.7;177.6
2017-01-10T02:00:00Z;4.4;0.22;8;8.7;176.7
2017-01-10T03:00:00Z;4.4;0.16;8;8.6;175.8
2017-01-10T04:00:00Z;4.2;0.49;8;8.5;180.8
2017-01-10T05:00:00Z;4.0;0.22;8;8.3;186.0
2017-01-10T06:00:00Z;3.8;0.12;8;8.2;191.4
2017-01-10T07:00:00Z;3.5;0.05;8;7.4;190.5
2017-01-10T08:00:00Z;3.2;0.33;8;6.5;189.5
2017-01-10T09:00:00Z;2.9;0.13;8;5.7;188.1
2017-01-10T10:00:00Z;3.4;0.00;8;5.8;192.4
2017-01-10T11:00:00Z;3.8;0.00;8;5.9;196.6
2017-01-10T12:00:00Z;4.2;0.00;8;5.9;200.7
2017-01-10T13:00:00Z;4.6;0.00;8;5.8;200.1
2017-01-10T14:00:00Z;4.9;0.00;8;5.6;199.5
2017-01-10T15:00:00Z;5.1;0.00;8;5.4;198.9
2017-01-10T16:00:00Z;4.6;0.00;7;5.7;200.5
2017-01-10T17:00:00Z;4.0;0.00;6;6.1;202.0
2017-01-10T18:00:00Z;3.9;0.00;6;6.4;203.3
2017-01-10T19:00:00Z;3.7;0.00;6;6.6;203.1
2017-01-10T20:00:00Z;3.5;0.00;6;6.8;202.9
2017-01-10T21:00:00Z;3.3;0.00;6;7.0;202.7
2017-01-10T22:00:00Z;3.4;0.00;6;7.0;199.6
2017-01-10T23:00:00Z;3.5;0.00;7;7.0;196.6
2017-01-11T00:00:00Z;3.6;0.00;7;7.0;193.6
2017-01-11T01:00:00Z;3.9;0.00;8;7.6;195.0
2017-01-11T02:00:00Z;4.2;0.00;8;8.1;196.2
2017-01-11T03:00:00Z;4.4;0.00;8;8.7;197.2
2017-01-11T04:00:00Z;4.6;0.00;8;9.7;200.1
2017-01-11T05:00:00Z;4.8;0.00;8;10.7;202.4
2017-01-11T06:00:00Z;4.9;0.00;8;11.7;204.3
2017-01-11T07:00:00Z;5.1;1.34;8;12.3;209.2
2017-01-11T08:00:00Z;5.4;1.34;8;12.8;213.7
2017-01-11T09:00:00Z;5.5;1.34;8;13.4;217.8
2017-01-11T10:00:00Z;6.1;0.75;7;13.5;238.1
2017-01-11T11:00:00Z;6.8;0.30;7;13.6;261.3
2017-01-11T12:00:00Z;7.4;0.00;6;13.7;281.1
2017-01-11T13:00:00Z;7.3;0.00;6;13.8;281.4
2017-01-11T14:00:00Z;7.1;0.00;6;13.9;281.8
2017-01-11T15:00:00Z;6.9;0.60;6;14.0;282.1
2017-01-11T16:00:00Z;6.3;0.11;5;14.0;284.5
2017-01-11T17:00:00Z;5.6;0.00;5;14.0;286.8
2017-01-11T18:00:00Z;5.4;0.15;5;14.0;289.2
2017-01-11T19:00:00Z;5.5;0.05;5;14.3;289.3
2017-01-11T20:00:00Z;5.5;0.55;5;14.6;289.4
2017-01-11T21:00:00Z;5.6;0.11;6;14.9;289.5
2017-01-11T22:00:00Z;5.2;0.05;5;14.6;285.8
2017-01-11T23:00:00Z;4.8;0.00;4;14.2;281.8
2017-01-12T00:00:00Z;4.4;0.00;3;13.9;277.6
2017-01-12T01:00:00Z;4.7;0.00;4;14.2;277.4
2017-01-12T02:00:00Z;4.9;0.02;4;14.5;277.2
2017-01-12T03:00:00Z;5.2;0.05;5;14.9;277.0
2017-01-12T04:00:00Z;5.0;0.00;5;14.6;273.4
2017-01-12T05:00:00Z;4.7;0.05;5;14.3;269.8
2017-01-12T06:00:00Z;4.4;0.00;6;14.0;266.0
2017-01-12T07:00:00Z;4.6;0.00;6;13.7;264.8
2017-01-12T08:00:00Z;4.9;0.09;6;13.4;263.6
2017-01-12T09:00:00Z;5.0;0.00;5;13.2;262.3
2017-01-12T10:00:00Z;5.2;0.01;6;13.2;260.8
2017-01-12T11:00:00Z;5.3;0.10;6;13.3;259.3
2017-01-12T12:00:00Z;5.4;0.52;6;13.4;257.8
2017-01-12T13:00:00Z;5.2;0.04;7;12.3;256.3
2017-01-12T14:00:00Z;5.1;0.00;7;11.3;254.5
2017-01-12T15:00:00Z;5.0;0.00;8;10.2;252.4
2017-01-12T16:00:00Z;4.5;0.11;8;9.0;242.8
2017-01-12T17:00:00Z;3.8;0.00;8;7.8;229.4
2017-01-12T18:00:00Z;3.5;0.00;8;6.5;211.7
2017-01-12T19:00:00Z;3.3;0.00;8;5.9;203.5
2017-01-12T20:00:00Z;3.2;0.00;8;5.3;193.0
2017-01-12T21:00:00Z;3.1;0.00;8;4.7;180.1
2017-01-12T22:00:00Z;2.6;0.05;8;4.6;156.9
2017-01-12T23:00:00Z;2.1;0.18;8;4.5;126.6
2017-01-13T00:00:00Z;1.6;0.04;8;4.5;101.8
2017-01-13T01:00:00Z;1.7;0.03;8;5.5;71.5
2017-01-13T02:00:00Z;1.7;0.09;8;6.6;48.9
2017-01-13T03:00:00Z;1.7;0.00;8;7.7;35.5
2017-01-13T04:00:00Z;2.4;0.00;8;8.1;19.8
2017-01-13T05:00:00Z;3.1;0.00;8;8.6;4.9
2017-01-13T06:00:00Z;3.8;0.05;8;9.0;352.4
2017-01-13T07:00:00Z;4.1;0.00;8;8.9;342.0
2017-01-13T08:00:00Z;4.7;0.22;7;8.8;330.9
2017-01-13T09:00:00Z;5.1;0.00;7;8.6;319.9
2017-01-13T10:00:00Z;5.0;0.04;6;8.3;305.9
2017-01-13T11:00:00Z;5.0;0.00;4;8.0;289.4
2017-01-13T12:00:00Z;4.9;0.00;2;7.7;272.9
2017-01-13T13:00:00Z;4.5;0.00;3;8.4;255.7
2017-01-13T14:00:00Z;4.1;0.00;4;9.0;240.2
2017-01-13T15:00:00Z;3.7;0.00;5;9.7;228.0
2017-01-13T16:00:00Z;2.7;0.02;6;10.3;219.4
2017-01-13T17:00:00Z;1.8;0.13;7;10.8;211.6
2017-01-13T18:00:00Z;1.3;0.03;7;11.4;204.7
2017-01-13T19:00:00Z;2.4;0.20;7;12.4;242.9
2017-01-13T20:00:00Z;3.4;0.14;6;13.4;298.4
2017-01-13T21:00:00Z;4.5;0.00;5;14.3;321.7
2017-01-13T22:00:00Z;4.4;0.00;4;14.7;326.3
2017-01-13T23:00:00Z;4.4;0.00;4;15.0;330.7
2017-01-14T00:00:00Z;4.3;0.03;4;15.4;334.9
2017-01-14T01:00:00Z;4.0;0.15;5;15.0;336.4
2017-01-14T02:00:00Z;3.7;0.11;6;14.6;338.0
2017-01-14T03:00:00Z;3.4;0.01;7;14.2;339.6
2017-01-14T04:00:00Z;3.6;0.00;6;13.7;335.4
2017-01-14T05:00:00Z;3.7;0.00;5;13.2;330.8
2017-01-14T06:00:00Z;3.8;0.00;3;12.7;325.9
2017-01-14T07:00:00Z;4.1;0.15;5;12.6;321.2
2017-01-14T08:00:00Z;4.5;0.00;6;12.6;316.5
2017-01-14T09:00:00Z;4.4;0.00;7;12.6;311.8
2017-01-14T10:00:00Z;4.4;0.00;6;11.8;307.3
2017-01-14T11:00:00Z;4.3;0.00;6;11.1;302.2
2017-01-14T12:00:00Z;4.2;0.02;5;10.4;296.4
2017-01-14T13:00:00Z;4.3;0.00;5;11.1;302.6
2017-01-14T14:00:00Z;4.2;0.11;6;11.8;308.1
2017-01-14T15:00:00Z;4.1;0.15;6;12.6;312.9
2017-01-14T16:00:00Z;3.6;0.39;6;12.2;316.6
2017-01-14T17:00:00Z;3.0;0.10;5;11.9;320.5
2017-01-14T18:00:00Z;2.9;0.38;5;11.5;324.7
2017-01-14T19:00:00Z;3.0;0.02;5;11.8;326.0
2017-01-14T20:00:00Z;3.1;0.00;6;12.1;327.3
2017-01-14T21:00:00Z;3.2;0.00;6;12.4;328.5
2017-01-14T22:00:00Z;3.2;0.09;6;11.6;333.1
2017-01-14T23:00:00Z;3.2;0.17;6;10.8;338.3
2017-01-15T00:00:00Z;3.3;0.03;7;10.0;344.4
2017-01-15T01:00:00Z;3.2;0.25;6;9.8;344.9
2017-01-15T02:00:00Z;3.2;0.11;5;9.7;345.4
2017-01-15T03:00:00Z;3.2;0.16;3;9.5;346.0
2017-01-15T04:00:00Z;3.0;0.00;3;9.1;350.4
2017-01-15T05:00:00Z;2.8;0.04;3;8.7;355.3
2017-01-15T06:00:00Z;2.6;0.00;3;8.4;0.6
2017-01-15T07:00:00Z;2.9;0.00;2;7.4;3.3
2017-01-15T08:00:00Z;3.6;0.00;2;6.5;6.7
2017-01-15T09:00:00Z;3.8;0.00;1;5.5;11.4
2017-01-15T10:00:00Z;3.9;0.00;1;4.4;12.8
2017-01-15T11:00:00Z;3.8;0.00;1;3.3;15.3
2017-01-15T12:00:00Z;3.6;0.00;1;2.1;20.3
2017-01-15T13:00:00Z;3.5;0.00;2;2.3;344.6
2017-01-15T14:00:00Z;3.3;0.07;2;2.4;261.2
2017-01-15T15:00:00Z;3.0;0.01;3;2.6;239.9
2017-01-15T16:00:00Z;2.5;0.11;3;2.5;266.0
2017-01-15T17:00:00Z;1.7;0.01;2;2.4;319.3
2017-01-15T18:00:00Z;1.7;0.00;2;2.3;353.3
2017-01-15T19:00:00Z;1.7;0.00;2;2.9;26.9
2017-01-15T20:00:00Z;1.8;0.00;2;3.6;49.9
2017-01-15T21:00:00Z;1.9;0.00;2;4.3;62.6
2017-01-15T22:00:00Z;1.6;0.00;2;3.7;64.5
2017-01-15T23:00:00Z;1.3;0.00;1;3.2;67.1
2017-01-16T00:00:00Z;1.0;0.00;1;2.6;70.7
2017-01-16T01:00:00Z;0.7;0.00;1;3.1;68.6
2017-01-16T02:00:00Z;0.4;0.00;1;3.6;67.1
2017-01-16T03:00:00Z;0.0;0.00;0;4.1;66.0
2017-01-16T04:00:00Z;-0.2;0.00;0;4.0;66.4
2017-01-16T05:00:00Z;-0.3;0.00;0;3.9;66.8
2017-01-16T06:00:00Z;-0.5;0.00;0;3.8;67.3
2017-01-16T07:00:00Z;0.1;0.00;0;3.2;66.6
2017-01-16T08:00:00Z;1.0;0.00;0;2.7;65.7
2017-01-16T09:00:00Z;1.4;0.00;1;2.1;64.3
2017-01-16T10:00:00Z;1.7;0.00;1;2.6;52.0
2017-01-16T11:00:00Z;2.0;0.00;2;3.1;43.6
2017-01-16T12:00:00Z;2.2;0.00;2;3.6;37.8
2017-01-16T13:00:00Z;2.2;0.00;2;3.7;37.4
2017-01-16T14:00:00Z;2.1;0.00;1;3.8;37.0
2017-01-16T15:00:00Z;2.0;0.00;1;3.9;36.6
2017-01-16T16:00:00Z;1.4;0.00;1;4.0;44.5
2017-01-16T17:00:00Z;0.4;0.00;0;4.1;52.3
2017-01-16T18:00:00Z;0.3;0.00;0;4.2;59.5
2017-01-16T19:00:00Z;0.4;0.00;0;3.6;58.0
2017-01-16T20:00:00Z;0.5;0.00;0;3.0;55.9
2017-01-16T21:00:00Z;0.5;0.00;0;2.4;52.8
2017-01-16T22:00:00Z;0.6;0.00;0;2.2;52.0
2017-01-16T23:00:00Z;0.6;0.00;0;1.9;50.9
2017-01-17T00:00:00Z;0.6;0.00;0;1.7;49.6
2017-01-17T01:00:00Z;0.5;0.00;1;1.3;44.3
2017-01-17T02:00:00Z;0.3;0.00;2;1.0;34.7
2017-01-17T03:00:00Z;0.1;0.00;4;0.6;15.1
2017-01-17T04:00:00Z;0.1;0.00;5;0.6;354.8
2017-01-17T05:00:00Z;0.2;0.00;6;0.5;305.2
2017-01-17T06:00:00Z;0.2;0.00;6;0.4;262.7
2017-01-17T07:00:00Z;0.6;0.00;7;0.6;227.6
2017-01-17T08:00:00Z;1.1;0.00;7;0.8;207.2
2017-01-17T09:00:00Z;1.3;0.00;8;1.0;196.5
2017-01-17T10:00:00Z;1.5;0.00;7;1.6;226.2
2017-01-17T11:00:00Z;1.7;0.00;6;2.1;240.0
2017-01-17T12:00:00Z;1.9;0.00;4;2.7;247.2
2017-01-17T13:00:00Z;1.7;0.00;4;2.8;250.2
2017-01-17T14:00:00Z;1.4;0.00;4;2.8;253.1
2017-01-17T15:00:00Z;1.1;0.00;4;2.9;255.9
2017-01-17T16:00:00Z;0.2;0.00;4;3.3;248.5
2017-01-17T17:00:00Z;-1.1;0.00;3;3.7;242.7
2017-01-17T18:00:00Z;-1.7;0.00;3;4.1;238.2
2017-01-17T19:00:00Z;-2.4;0.00;5;4.1;231.7
2017-01-17T20:00:00Z;-3.0;0.00;7;4.1;225.2
2017-01-17T21:00:00Z;-3.7;0.00;8;4.1;218.8
2017-01-17T22:00:00Z;-3.7;0.00;8;4.3;217.2
2017-01-17T23:00:00Z;-3.8;0.00;8;4.6;215.8
2017-01-18T00:00:00Z;-3.9;0.00;8;4.8;214.5
2017-01-18T01:00:00Z;-3.7;0.00;8;5.0;210.9
2017-01-18T02:00:00Z;-3.6;0.00;8;5.3;207.7
2017-01-18T03:00:00Z;-3.4;0.00;8;5.6;204.8
2017-01-18T04:00:00Z;-3.3;0.00;8;5.5;205.9
2017-01-18T05:00:00Z;-3.1;0.00;8;5.5;207.0
2017-01-18T06:00:00Z;-2.9;0.00;8;5.4;208.1
2017-01-18T07:00:00Z;-2.7;0.00;8;5.4;208.8
2017-01-18T08:00:00Z;-2.4;0.00;8;5.4;209.4
2017-01-18T09:00:00Z;-2.1;0.00;8;5.4;210.1
2017-01-18T10:00:00Z;-1.7;0.00;8;5.1;210.1
2017-01-18T11:00:00Z;-1.3;0.00;8;4.9;210.2
